Series Title,Episode Title,Episode Runtime,Season #,Episode #,Year
Arrow,What We Leave Behind,42,5,9,2016
Arrow,Who Are You?,42,5,10,2017
Arrow,Year's End,45,1,9,2012
Arthur & George,Episode #1.1,45,1,1,2015
Arthur & George,Episode #1.2,45,1,2,2015
Arthur & George,Episode #1.3,46,1,3,2015
Backstrom,"Ancient, Chinese, Secret",46,1,6,2015
Backstrom,Bella,45,1,2,2015
Backstrom,Bogeyman,44,1,5,2015
Backstrom,Corkscrewed,46,1,12,2015
Backstrom,Dragon Slayer,45,1,1,2015
Backstrom,Enemy of My Enemies,46,1,7,2015
Backstrom,Give 'Til It Hurts,46,1,8,2015
Backstrom,I Am a Bird Now,44,1,4,2015
Backstrom,I Like to Watch,46,1,11,2015
Backstrom,Inescapable Truth,46,1,9,2015
Backstrom,Love Is a Rose and You Better Not Pick It,46,1,10,2015
Backstrom,Rock Bottom,47,1,13,2015
Backstrom,Takes One to Know One,47,1,3,2015
Banished,Episode #1.1,53,1,1,2015
Banished,Episode #1.2,60,1,2,2015
Banished,Episode #1.3,53,1,3,2015
Banished,Episode #1.4,53,1,4,2015
Banished,Episode #1.5,53,1,5,2015
Banished,Episode #1.6,53,1,6,2015
Banished,Episode #1.7,53,1,7,2015
Banshee,A Fixer of Sorts,58,3,3,2015
Banshee,A Little Late to Grow a Pair,52,4,5,2016
Banshee,A Mixture of Madness,57,1,10,2013
Banshee,All the Wisdom I Got Left,47,3,8,2015
Banshee,Always the Cowboy,45,1,9,2013
Banshee,Armies of One,46,2,6,2014
Banshee,Behold a Pale Rider,44,1,7,2013
Banshee,Bloodlines,54,2,4,2014
Banshee,Bullets and Tears,60,2,10,2014
Banshee,Even God Doesn't Know What to Make of You,45,3,9,2015
Banshee,Evil for Evil,51,2,8,2014
Banshee,Half Deaf Is Better Than All Dead,57,1,4,2013
Banshee,Homecoming,49,2,9,2014
Banshee,Innocent Might Be a Bit of a Stretch,49,4,4,2016
Banshee,Little Fish,50,2,1,2014
Banshee,Meet the New Boss,49,1,3,2013
Banshee,Only One Way a Dogfight Ends,48,4,6,2016
Banshee,Pilot,60,1,1,2013
Banshee,Real Life Is the Nightmare,51,3,4,2015
Banshee,Requiem,59,4,8,2016
Banshee,Snakes and Whatnot,46,3,2,2015
Banshee,Something Out of the Bible,57,4,1,2016
Banshee,The Book of Job,50,4,3,2016
Banshee,The Burden of Beauty,46,4,2,2016
Banshee,The Fire Trials,50,3,1,2015
Banshee,The Kindred,51,1,5,2013
Banshee,The Rave,52,1,2,2013
Banshee,The Thunder Man,58,2,2,2014
Banshee,The Truth About Unicorns,46,2,5,2014
Banshee,The Warrior Class,52,2,3,2014
Banshee,Tribal,52,3,5,2015
Banshee,Truths Other Than the Ones You Tell Yourself,48,4,7,2016
Banshee,Ways to Bury a Man,47,2,7,2014
Banshee,We All Pay Eventually,56,3,10,2015
Banshee,We Shall Live Forever,49,1,8,2013
Banshee,We Were All Someone Else Yesterday,49,3,6,2015
Banshee,Wicks,53,1,6,2013
Banshee,You Can't Hide from the Dead,56,3,7,2015
Bates Motel,A Boy and His Dog,41,1,8,2013
Bates Motel,A Danger to Himself and Others,42,4,1,2016
Bates Motel,A Death in the Family,43,3,1,2015
Bates Motel,Bad Blood,43,5,3,2017
Bates Motel,Caleb,42,2,3,2014
Bates Motel,Check-Out,42,2,4,2014
Bates Motel,Crazy,41,3,9,2015
Bates Motel,Dark Paradise,43,5,1,2017
Bates Motel,Dreams Die First,45,5,5,2017
Bates Motel,"First You Dream, Then You Die",43,1,1,2013
Bates Motel,Forever,47,4,9,2016
Bates Motel,Gone But Not Forgotten,44,2,1,2014
Bates Motel,"Goodnight, Mother",42,4,2,2016
Bates Motel,Hidden,46,5,4,2017
Bates Motel,Inseparable,41,5,7,2017
Bates Motel,Lights of Winter,42,4,4,2016
Bates Motel,Marion,44,5,6,2017
Bates Motel,Meltdown,43,2,8,2014
Bates Motel,Midnight,42,1,10,2013
Bates Motel,"Nice Town You Picked, Norma...",42,1,2,2013
Bates Motel,Norma Louise,43,3,6,2015
Bates Motel,Norman,47,4,10,2016
Bates Motel,Ocean View,41,1,5,2013
Bates Motel,Persuasion,42,3,3,2015
Bates Motel,Plunge,42,2,6,2014
Bates Motel,Presumed Innocent,42,2,7,2014
Bates Motel,Refraction,44,4,5,2016
Bates Motel,Shadow of a Doubt,43,2,2,2014
Bates Motel,The Arcanum Club,43,3,2,2015
Bates Motel,The Body,44,5,8,2017
Bates Motel,The Box,42,2,9,2014
Bates Motel,The Convergence of the Twain,44,5,2,2017
Bates Motel,The Cord,43,5,10,2017
Bates Motel,The Deal,43,3,5,2015
Bates Motel,The Escape Artist,43,2,5,2014
Bates Motel,The Immutable Truth,42,2,10,2014
Bates Motel,The Last Supper,42,3,7,2015
Bates Motel,The Man in Number 9,42,1,7,2013
Bates Motel,The Pit,42,3,8,2015
Bates Motel,The Truth,41,1,6,2013
Bates Motel,The Vault,42,4,6,2016
Bates Motel,There's No Place Like Home,42,4,7,2016
Bates Motel,Til Death Do You Part,42,4,3,2016
Bates Motel,Trust Me,42,1,4,2013
Bates Motel,Unbreak-Able,42,3,4,2015
Bates Motel,Unconscious,44,3,10,2015
Bates Motel,Underwater,42,1,9,2013
Bates Motel,Unfaithful,43,4,8,2016
Bates Motel,What's Wrong with Norman,41,1,3,2013
Battle Creek,Cereal Killer,60,1,6,2015
Battle Creek,Gingerbread Man,60,1,9,2015
Battle Creek,Heirlooms,60,1,4,2015
Battle Creek,Homecoming,60,1,12,2015
Battle Creek,Mama's Boy,60,1,7,2015
Battle Creek,Man's Best Friend,60,1,3,2015
Battle Creek,Old Flames,60,1,5,2015
Battle Creek,Old Wounds,60,1,8,2015
Battle Creek,Stockholm,60,1,10,2015
Battle Creek,Sympathy for the Devil,60,1,13,2015
Battle Creek,Syruptitious,60,1,2,2015
Battle Creek,The Battle Creek Way,42,1,1,2015
Battle Creek,The Hand-Off,60,1,11,2015
Becoming Us,All the Trimmings,42,1,8,2015
Becoming Us,Blindsided,42,1,9,2015
Becoming Us,Every Picture Tells a Story,42,1,10,2015
Becoming Us,Fall Out Boy,42,1,2,2015
Becoming Us,Heart2Heart,42,1,4,2015
Becoming Us,Into the Wild,42,1,3,2015
Becoming Us,Love Hurts,42,1,6,2015
Becoming Us,Rules of Engagement,42,1,5,2015
Becoming Us,The Letter,42,1,7,2015
Becoming Us,Welcome to My World,42,1,1,2015
Being Mary Jane,Girls Night In,42,1,2,2014
Being Mary Jane,Hindsight Is 20/40,41,1,6,2014
Being Mary Jane,Mixed Messages,42,1,4,2014
Being Mary Jane,Pilot,62,1,0,2013
Being Mary Jane,Storm Advisory,42,1,1,2014
Being Mary Jane,The Huxtables Have Fallen,42,1,3,2014
Berlin Station,Just Decisions,52,1,6,2016
Better Call Saul,Alpine Shepherd Boy,44,1,5,2015
Better Call Saul,Amarillo,42,2,3,2016
Better Call Saul,Bali Ha'i,46,2,6,2016
Better Call Saul,Bingo,48,1,7,2015
Better Call Saul,Chicanery,49,3,5,2017
Better Call Saul,Cobbler,47,2,2,2016
Better Call Saul,Expenses,52,3,7,2017
Better Call Saul,Fall,49,3,9,2017
Better Call Saul,Fifi,48,2,8,2016
Better Call Saul,Five-O,42,1,6,2015
Better Call Saul,Gloves Off,43,2,4,2016
Better Call Saul,Hero,46,1,4,2015
Better Call Saul,Inflatable,42,2,7,2016
Better Call Saul,Klick,48,2,10,2016
Better Call Saul,Lantern,56,3,10,2017
Better Call Saul,Mabel,51,3,1,2017
Better Call Saul,Marco,49,1,10,2015
Better Call Saul,Mijo,47,1,2,2015
Better Call Saul,Nacho,47,1,3,2015
Better Call Saul,Nailed,49,2,9,2016
Better Call Saul,Off Brand,47,3,6,2017
Better Call Saul,Pimento,47,1,9,2015
Better Call Saul,Rebecca,45,2,5,2016
Better Call Saul,RICO,48,1,8,2015
Better Call Saul,Sabrosito,47,3,4,2017
Better Call Saul,Slip,48,3,8,2017
Better Call Saul,Sunk Costs,45,3,3,2017
Better Call Saul,Switch,46,2,1,2016
Better Call Saul,Uno,53,1,1,2015
Better Call Saul,Witness,51,3,2,2017
Beyond,Celeste,41,1,6,2017
Beyond,Fancy Meeting You Here,42,1,5,2017
Beyond,Into the Light,42,1,10,2017
Beyond,Last Action Hero,41,1,8,2017
Beyond,Out of Darkness,42,1,9,2017
Beyond,Pilot,43,1,1,2016
Beyond,Tempus Fugit,42,1,2,2017
Beyond,The Hour of the Wolf,42,1,7,2017
Beyond,The Man in the Yellow Jacket,42,1,4,2017
Beyond,Ties That Bind,42,1,3,2017
Big Little Lies,Burning Love,51,1,6,2017
Big Little Lies,Living the Dream,51,1,3,2017
Big Little Lies,Once Bitten,51,1,5,2017
Big Little Lies,Push Comes to Shove,52,1,4,2017
Big Little Lies,Serious Mothering,54,1,2,2017
Big Little Lies,Somebody's Dead,51,1,1,2017
Big Little Lies,You Get What You Need,58,1,7,2017
Billions,Ball in Hand,60,2,12,2017
Billions,Boasts and Rails,56,1,8,2016
Billions,Currency,57,2,5,2017
Billions,Dead Cat Bounce,57,2,2,2017
Billions,Golden Frog Time,58,2,11,2017
Billions,Indian Four,59,2,6,2017
Billions,Magical Thinking,57,1,11,2016
Billions,Naming Rights,54,1,2,2016
Billions,Optimal Play,58,2,3,2017
Billions,Pilot,59,1,1,2016
Billions,Quality of Life,57,1,10,2016
Billions,Risk Management,56,2,1,2017
Billions,Short Squeeze,56,1,4,2016
Billions,Sic Transit Imperium,58,2,9,2017
Billions,The Conversation,56,1,12,2016
Billions,The Deal,59,1,6,2016
Billions,The Good Life,59,1,5,2016
Billions,The Kingmaker,58,2,8,2017
Billions,The Oath,58,2,4,2017
Billions,The Punch,57,1,7,2016
Billions,Victory Lap,57,2,7,2017
Billions,Where the F*ck Is Donnie?,56,1,9,2016
Billions,With or Without You,55,2,10,2017
Billions,YumTime,56,1,3,2016
Bitten,A Quiet Dog,43,3,4,2016
Bitten,Bad Blood,45,2,1,2015
Bitten,Bad Dreams,45,2,7,2015
Bitten,Bitten,45,1,5,2014
Bitten,Caged,45,1,12,2014
Bitten,Committed,45,1,6,2014
Bitten,Dark Arts,44,2,8,2015
Bitten,Dead Meat,46,2,4,2015
Bitten,Descent,44,1,10,2014
Bitten,"Family, of Sorts",44,3,1,2016
Bitten,Fine Temporum,44,2,10,2015
Bitten,Grief,44,1,4,2014
Bitten,Hell's Teeth,45,2,3,2015
Bitten,Nine Circles,43,2,6,2015
Bitten,Of Sonders Weight,44,3,5,2016
Bitten,On the Brink,43,3,7,2016
Bitten,Our Own Blood,45,3,2,2016
Bitten,Prisoner,46,1,8,2014
Bitten,Prodigal,45,1,2,2014
Bitten,Rabbit Hole,45,2,5,2015
Bitten,Ready,45,1,13,2014
Bitten,Right Behind You,45,3,3,2016
Bitten,Rule of Anger,43,3,6,2016
Bitten,Scare Tactics,45,2,2,2015
Bitten,Scavenger's Daughter,46,2,9,2015
Bitten,Settling,44,1,11,2014
Bitten,Shock the System,44,3,9,2016
Bitten,Stalking,44,1,7,2014
Bitten,Summons,44,1,1,2014
Bitten,Tili Tili Bom,43,3,8,2016
Bitten,Trespass,45,1,3,2014
Bitten,"Truth, Changes, Everything",43,3,10,2016
Bitten,Vengeance,44,1,9,2014
Black Sails,I.,65,1,1,2014
Black Sails,II.,51,1,2,2014
Black Sails,III.,57,1,3,2014
Black Sails,IV.,58,1,4,2014
Black Sails,IX.,56,2,1,2015
Black Sails,V.,55,1,5,2014
Black Sails,VI.,55,1,6,2014
Black Sails,VII.,56,1,7,2014
Black Sails,VIII.,57,1,8,2014
Black Sails,X.,58,2,2,2015
Black Sails,XI.,55,2,3,2015
Black Sails,XII.,56,2,4,2015
Black Sails,XIII.,55,2,5,2015
Black Sails,XIV.,57,2,6,2015
Black Sails,XIX.,59,3,1,2016
Black Sails,XV.,57,2,7,2015
Black Sails,XVI.,50,2,8,2015
Black Sails,XVII.,59,2,9,2015
Black Sails,XVIII.,52,2,10,2015
Black Sails,XX.,55,3,2,2016
Black Sails,XXI.,59,3,3,2016
Black Sails,XXII.,53,3,4,2016
Black Sails,XXIII.,54,3,5,2016
Black Sails,XXIV.,52,3,6,2016
Black Sails,XXIX.,59,4,1,2017
Black Sails,XXV.,57,3,7,2016
Black Sails,XXVI.,49,3,8,2016
Black Sails,XXVII.,60,3,9,2016
Black Sails,XXVIII.,49,3,10,2016
Black Sails,XXX.,57,4,2,2017
Black Sails,XXXI.,58,4,3,2017
Black Sails,XXXII.,59,4,4,2017
Black Sails,XXXIII.,57,4,5,2017
Black Sails,XXXIV.,59,4,6,2017
Black Sails,XXXV.,59,4,7,2017
Black Sails,XXXVI.,59,4,8,2017
Black Sails,XXXVII.,53,4,9,2017
Black Work,Episode #1.1,45,1,1,2015
Black Work,Episode #1.2,45,1,2,2015
Black Work,Episode #1.3,45,1,3,2015
Blindspot,A Stray Howl,42,1,2,2015
Blindspot,Any Wounded Thief,41,1,16,2016
Blindspot,Authentic Flirt,43,1,9,2015
Blindspot,Bone May Rot,43,1,4,2015
Blindspot,Borrow or Rob,43,2,14,2017
Blindspot,Cease Forcing Enemy,42,1,11,2016
Blindspot,Cede Your Soul,43,1,6,2015
Blindspot,Condone Untidiest Thefts,42,2,5,2016
Blindspot,Devil Never Even Lived,43,2,12,2017
Blindspot,"Draw O Caesar, Erase a Coward",42,2,15,2017
Blindspot,"Droll Autumn, Unmutual Lord",42,2,11,2017
Blindspot,Eight Slim Grins,42,1,3,2015
Blindspot,Erase Weary Youth,43,1,13,2016
Blindspot,"Evil Did I Dwell, Lewd I Did Live",42,2,16,2017
Blindspot,Evil Handmade Instrument,41,1,10,2015
Blindspot,Heave Fiery Knot,41,2,2,2016
Blindspot,Her Spy's Harmed,42,2,6,2016
Blindspot,Hero Fears Imminent Rot,42,2,3,2016
Blindspot,If Beth,42,2,4,2016
Blindspot,"If Love a Rebel, Death Will Render",43,1,22,2016
Blindspot,In Night So Ransomed Rogue,43,2,1,2016
Blindspot,In the Comet of Us,42,1,19,2016
Blindspot,"In Words, Drown I",42,2,20,2017
Blindspot,Lepers Repel,42,2,22,2017
Blindspot,Mans Telepathic Loyal Lookouts,43,1,17,2016
Blindspot,Mom,43,2,21,2017
Blindspot,Name Not One Man,42,2,13,2017
Blindspot,"Nor I, Nigel, AKA Leg in Iron",42,2,10,2017
Blindspot,Of Whose Uneasy Route,42,1,21,2016
Blindspot,Older Cutthroat Canyon,42,1,15,2016
Blindspot,One Begets Technique,43,1,18,2016
Blindspot,Persecute Envoys,42,1,8,2015
Blindspot,Pilot,43,1,1,2015
Blindspot,Regard a Mere Mad Rager,42,2,19,2017
Blindspot,Resolves Eleven Myths,43,2,7,2016
Blindspot,Rules in Defiance,43,1,14,2016
Blindspot,Scientists Hollow Fortune,43,1,12,2016
Blindspot,Senile Lines,43,2,18,2017
Blindspot,Sent on Tour,42,1,7,2015
Blindspot,Solos,43,2,17,2017
Blindspot,Split the Law,43,1,5,2015
Blindspot,Swift Hardhearted Stone,42,1,20,2016
Blindspot,We Fight Deaths on Thick Lone Waters,42,2,8,2016
Blindspot,Why Await Life's End,43,1,23,2016
Blindspot,Why Let Cooler Pasture Deform,43,2,9,2016
Blood & Oil,Art of the Deal,42,1,9,2015
Blood & Oil,Convergence,41,1,6,2015
Blood & Oil,Departures,43,1,10,2015
Blood & Oil,Fight or Flight,43,1,7,2015
Blood & Oil,Hustle and Flow,44,1,3,2015
Blood & Oil,Pilot,44,1,1,2015
Blood & Oil,"Rats, Bugs and Moles",42,1,8,2015
Blood & Oil,Rocks and Hard Places,42,1,5,2015
Blood & Oil,The Birthday Party,43,1,4,2015
Blood & Oil,The Ripple Effect,43,1,2,2015
Blue Bloods,A Deep Blue Goodbye,40,7,18,2017
Blue Bloods,A Night on the Town,43,2,5,2011
Blue Bloods,Above and Beyond,43,4,21,2014
Blue Bloods,Absolute Power,44,6,2,2015
Blue Bloods,After Hours,43,1,10,2010
Blue Bloods,Age of Innocence,43,1,16,2011
Blue Bloods,All That Glitters,44,1,20,2011
Blue Bloods,All the News That's Fit to Click,41,6,3,2015
Blue Bloods,Back in the Day,41,6,12,2016
Blue Bloods,Backstabbers,44,6,5,2015
Blue Bloods,Bad Blood,42,4,9,2013
Blue Bloods,Bad Company,44,5,18,2015
Blue Bloods,Baggage,44,5,11,2015
Blue Bloods,Black and Blue,41,2,6,2011
Blue Bloods,Blast from the Past,42,6,19,2016
Blue Bloods,Blowback,41,6,22,2016
Blue Bloods,Brothers,43,1,7,2010
Blue Bloods,Burning Bridges,42,5,3,2014
Blue Bloods,Cellar Boy,44,1,21,2011
Blue Bloods,Chinatown,43,1,8,2010
Blue Bloods,Collateral Damage,43,2,21,2012
Blue Bloods,Confessions,42,7,9,2016
Blue Bloods,Critical Condition,42,2,3,2011
Blue Bloods,Cursed,40,6,10,2016
Blue Bloods,Custody Battle,43,4,20,2014
Blue Bloods,Cutting Losses,42,8,1,2017
Blue Bloods,Dedication,43,1,15,2011
Blue Bloods,Devil's Breath,44,3,21,2013
Blue Bloods,Domestic Disturbance,44,3,2,2012
Blue Bloods,Down the Rabbit Hole,41,6,20,2016
Blue Bloods,Drawing Dead,44,4,7,2013
Blue Bloods,Ends and Means,44,3,20,2013
Blue Bloods,Excessive Force,44,5,4,2014
Blue Bloods,Exiles,44,4,22,2014
Blue Bloods,Family Business,42,3,1,2012
Blue Bloods,Family Ties,43,1,12,2011
Blue Bloods,Fathers and Sons,41,3,10,2013
Blue Bloods,Flags of Our Fathers,42,6,11,2015
Blue Bloods,For the Community,40,7,5,2016
Blue Bloods,Foreign Interference,40,7,21,2017
Blue Bloods,Forgive and Forget,44,5,2,2014
Blue Bloods,Framed,43,3,12,2013
Blue Bloods,Fresh Start,43,6,15,2016
Blue Bloods,Friendly Fire,44,2,2,2011
Blue Bloods,Friends in Need,41,6,17,2016
Blue Bloods,Front Page News,43,3,11,2013
Blue Bloods,Genetics,40,7,11,2017
Blue Bloods,Good Cop Bad Cop,40,7,2,2016
Blue Bloods,Greener Grass,41,3,6,2012
Blue Bloods,Growing Boys,44,4,6,2013
Blue Bloods,Guilt by Association,42,7,7,2016
Blue Bloods,Hall of Mirrors,42,1,13,2011
Blue Bloods,Hard Bargain,42,7,16,2017
Blue Bloods,"Help Me, Help You",42,6,16,2016
Blue Bloods,Higher Education,44,3,8,2012
Blue Bloods,Hold Outs,40,6,9,2015
Blue Bloods,Home Sweet Home,44,5,12,2015
Blue Bloods,In and Out,40,7,14,2017
Blue Bloods,In the Box,41,5,16,2015
Blue Bloods,Innocence,43,2,4,2011
Blue Bloods,Inside Jobs,42,3,13,2013
Blue Bloods,Insult to Injury,41,4,16,2014
Blue Bloods,Justice Served,43,4,8,2013
Blue Bloods,Knockout Game,44,4,17,2014
Blue Bloods,Leap of Faith,44,2,13,2012
Blue Bloods,Little Fish,43,1,11,2011
Blue Bloods,Lonely Hearts Club,43,2,7,2011
Blue Bloods,Loose Lips,43,5,5,2014
Blue Bloods,Loss of Faith,43,3,19,2013
Blue Bloods,Lost and Found,42,4,5,2013
Blue Bloods,Lost Souls,41,7,15,2017
Blue Bloods,Love Lost,42,7,19,2017
Blue Bloods,Love Stories,43,5,13,2015
Blue Bloods,Manhattan Queens,43,4,14,2014
Blue Bloods,Men in Black,44,3,14,2013
Blue Bloods,Mercy,44,2,1,2011
Blue Bloods,Mistaken Identity,42,4,10,2013
Blue Bloods,Mob Rules,40,7,4,2016
Blue Bloods,Model Behavior,43,1,19,2011
Blue Bloods,Moonlighting,43,2,9,2011
Blue Bloods,Most Wanted,43,5,6,2014
Blue Bloods,Mother's Day,44,2,22,2012
Blue Bloods,My Funny Valentine,44,1,14,2011
Blue Bloods,New Rules,44,5,21,2015
Blue Bloods,Nightmares,44,3,7,2012
Blue Bloods,No Questions Asked,43,2,18,2012
Blue Bloods,No Regrets,44,3,18,2013
Blue Bloods,"No Retreat, No Surrender",40,7,20,2017
Blue Bloods,Not Fade Away,40,7,12,2017
Blue Bloods,Occupational Hazards,42,5,17,2015
Blue Bloods,Officer Down,43,1,4,2010
Blue Bloods,Old Wounds,44,3,3,2012
Blue Bloods,Open Secrets,44,4,15,2014
Blue Bloods,Parenthood,44,2,14,2012
Blue Bloods,Partners,44,5,1,2014
Blue Bloods,Payback,42,5,20,2015
Blue Bloods,Personal Business,43,7,8,2016
Blue Bloods,Pilot,43,1,1,2010
Blue Bloods,Power of the Press,42,5,8,2014
Blue Bloods,Power Players,44,5,15,2015
Blue Bloods,Privilege,43,1,3,2010
Blue Bloods,Protest Too Much,44,3,17,2013
Blue Bloods,Quid Pro Quo,42,3,16,2013
Blue Bloods,Re-Do,43,1,9,2010
Blue Bloods,Reagan V. Reagan,43,2,17,2012
Blue Bloods,Righting Wrongs,44,4,18,2014
Blue Bloods,Risk and Reward,41,3,5,2012
Blue Bloods,Rush to Judgment,43,6,6,2015
Blue Bloods,Samaritan,43,1,2,2010
Blue Bloods,Scorched Earth,43,3,4,2012
Blue Bloods,Secret Arrangements,44,4,19,2014
Blue Bloods,Secrets and Lies,44,3,9,2012
Blue Bloods,Shadow of a Doubt,41,7,17,2017
Blue Bloods,Shoot the Messenger,43,5,7,2014
Blue Bloods,Silver Star,43,1,17,2011
Blue Bloods,Sins of the Father,42,5,10,2015
Blue Bloods,Smack Attack,43,1,6,2010
Blue Bloods,Some Kind of Hero,42,2,19,2012
Blue Bloods,Stomping Grounds,43,6,13,2016
Blue Bloods,Thanksgiving,44,2,8,2011
Blue Bloods,The Art of War,44,5,22,2015
Blue Bloods,The Bitter End,41,3,22,2013
Blue Bloods,The Blue Templar,44,1,22,2011
Blue Bloods,The Bogeyman,44,4,12,2014
Blue Bloods,The Bullitt Mustang,43,6,7,2015
Blue Bloods,The City That Never Sleeps,44,4,2,2013
Blue Bloods,The Extra Mile,42,6,21,2016
Blue Bloods,The Greater Good,43,7,1,2016
Blue Bloods,The Job,44,2,12,2012
Blue Bloods,The Life We Chose,41,2,15,2012
Blue Bloods,The One That Got Away,41,7,13,2017
Blue Bloods,The Poor Door,44,5,14,2015
Blue Bloods,The Price Of Justice,41,7,3,2016
Blue Bloods,The Road to Hell,40,6,14,2016
Blue Bloods,The Thin Blue Line,41,7,22,2017
Blue Bloods,The Truth About Lying,43,4,4,2013
Blue Bloods,The Uniform,41,2,11,2012
Blue Bloods,This Way Out,42,3,23,2013
Blue Bloods,Through the Looking Glass,43,5,19,2015
Blue Bloods,Ties That Bind,44,4,11,2013
Blue Bloods,To Protect and Serve,41,4,3,2013
Blue Bloods,To Tell the Truth,43,1,18,2011
Blue Bloods,Town Without Pity,40,6,18,2016
Blue Bloods,Unbearable Loss,40,7,10,2016
Blue Bloods,Under the Gun,44,5,9,2014
Blue Bloods,Unfinished Business,44,4,13,2014
Blue Bloods,Unsung Heroes,42,6,8,2015
Blue Bloods,Unwritten Rules,44,4,1,2013
Blue Bloods,Warriors,44,3,15,2013
Blue Bloods,What You See,43,1,5,2010
Blue Bloods,Whistle Blower,43,2,10,2012
Blue Bloods,Whistleblowers,43,7,6,2016
Blue Bloods,With Friends Like These,43,6,4,2015
Blue Bloods,Women with Guns,43,2,16,2012
Blue Bloods,Working Girls,42,2,20,2012
Blue Bloods,Worst Case Scenario,41,6,1,2015
Boardwalk Empire,21,53,2,1,2011
Boardwalk Empire,A Dangerous Maid,56,2,3,2011
Boardwalk Empire,"A Man, a Plan...",58,3,10,2012
Boardwalk Empire,A Return to Normalcy,60,1,12,2010
Boardwalk Empire,Acres of Diamonds,55,4,3,2013
Boardwalk Empire,All In,56,4,4,2013
Boardwalk Empire,Anastasia,47,1,4,2010
Boardwalk Empire,Battle of the Century,49,2,9,2011
Boardwalk Empire,Belle Femme,53,1,9,2010
Boardwalk Empire,Blue Bell Boy,57,3,4,2012
Boardwalk Empire,Bone for Tuna,56,3,3,2012
Boardwalk Empire,Broadway Limited,51,1,3,2010
Boardwalk Empire,Family Limitation,59,1,6,2010
Boardwalk Empire,Georgia Peaches,59,2,10,2011
Boardwalk Empire,Gimcrack and Bunkum,51,2,5,2011
Boardwalk Empire,Ging Gang Goolie,56,3,6,2012
Boardwalk Empire,Hold Me in Paradise,49,1,8,2010
Boardwalk Empire,Home,53,1,7,2010
Boardwalk Empire,Margate Sands,60,3,12,2012
Boardwalk Empire,New York Sour,59,4,1,2013
Boardwalk Empire,Nights in Ballygran,53,1,5,2010
Boardwalk Empire,Ourselves Alone,58,2,2,2011
Boardwalk Empire,Paris Green,56,1,11,2010
Boardwalk Empire,Peg of Old,58,2,7,2011
Boardwalk Empire,Resignation,58,4,2,2013
Boardwalk Empire,Resolution,57,3,1,2012
Boardwalk Empire,Spaghetti and Coffee,58,3,2,2012
Boardwalk Empire,Sunday Best,59,3,7,2012
Boardwalk Empire,The Age of Reason,58,2,6,2011
Boardwalk Empire,The Emerald City,59,1,10,2010
Boardwalk Empire,The Ivory Tower,52,1,2,2010
Boardwalk Empire,The Milkmaid's Lot,54,3,9,2012
Boardwalk Empire,The Pony,59,3,8,2012
Boardwalk Empire,To the Lost,57,2,12,2011
Boardwalk Empire,Two Boats and a Lifeguard,60,2,8,2011
Boardwalk Empire,Two Imposters,50,3,11,2012
Boardwalk Empire,Under God's Power She Flourishes,58,2,11,2011
Boardwalk Empire,What Does the Bee Do?,57,2,4,2011
Boardwalk Empire,You'd Be Surprised,59,3,5,2012
Bosch,Aye Papi,45,3,8,2017
Bosch,Birdland,46,3,6,2017
Bosch,Blood Under the Bridge,50,3,5,2017
Bosch,Chapter Eight: High Low,43,1,8,2015
Bosch,Chapter Five: Mama's Boy,41,1,5,2015
Bosch,Chapter Four: Fugazi,46,1,4,2015
Bosch,Chapter Nine: The Magic Castle,40,1,9,2015
Bosch,Chapter One: 'Tis the Season,47,1,1,2014
Bosch,Chapter Seven: Lost Boys,47,1,7,2015
Bosch,Chapter Six: Donkey's Years,44,1,6,2015
Bosch,Chapter Ten: Us and Them,46,1,10,2015
Bosch,Chapter Three: Blue Religion,45,1,3,2015
Bosch,Chapter Two: Lost Light,43,1,2,2015
Bosch,Clear Shot,49,3,9,2017
Bosch,El Compadre,44,3,4,2017
Bosch,Everybody Counts,48,2,10,2016
Bosch,Exit Time,48,2,7,2016
Bosch,Follow the Money,43,2,8,2016
Bosch,God Sees,50,3,3,2017
Bosch,Gone,48,2,5,2016
Bosch,Heart Attack,49,2,6,2016
Bosch,Queen of Martyrs,46,2,9,2016
Bosch,Right Play,41,3,7,2017
Bosch,The Four Last Things,50,3,2,2017
Bosch,The Smog Cutter,52,3,1,2017
Bosch,The Thing About Secrets,43,2,2,2016
Bosch,Trunk Music,45,2,1,2016
Bosch,Victim of the Night,47,2,3,2016
Bosch,Who's Lucky Now?,42,2,4,2016
Breaking Bad,...And the Bag's in the River,48,1,3,2008
Breaking Bad,4 Days Out,47,2,9,2009
Breaking Bad,A No-Rough-Stuff-Type Deal,48,1,7,2008
Breaking Bad,ABQ,48,2,13,2009
Breaking Bad,Better Call Saul,47,2,8,2009
Breaking Bad,Bit by a Dead Bee,47,2,3,2009
Breaking Bad,Breakage,47,2,5,2009
Breaking Bad,Cancer Man,48,1,4,2008
